tourney_id,match_num,winner_id,loser_id,score,minutes,winner_seed,loser_seed
2005-419,39,102257,102202,7-6(3) 6-2,93,7,12
2005-419,44,102257,103017,3-6 7-6(4) 6-4,77,7,2
2005-419,46,103758,102257,6-4 6-4,80,4,7
2005-421,53,103292,103990,6-3 7-6(0),102,6,11
2005-421,57,104745,103264,6-3 6-1,157,1,8
2005-421,59,101736,103292,6-3 6-4,141,4,6
2005-421,63,104745,101736,6-3 4-6 6-2,92,1,4
2005-422,59,103720,103786,6-2 6-3,138,3,6
2005-422,62,104053,103720,6-4 7-6(4),70,5,3
2005-422,63,103819,104053,6-3 7-5,133,1,5
2005-424,26,103163,103018,6-7(2) 7-6(3) 6-2,56,3,8
2005-424,28,103781,101736,6-3 6-1,66,7,2
2005-424,29,104053,103163,7-6(3) 6-3,122,1,3
2005-425,42,103285,103084,6-7(6) 7-6(2) 7-6(5),73,11,5
2005-425,44,104745,103103,6-1 6-2,83,8,10
2005-425,45,103786,102563,6-3 6-7(3) 7-6(2),104,7,9
2005-425,48,103292,103970,6-3 6-4,71,2,13
2005-425,53,104745,103285,7-5 6-2,78,8,11
2005-429,30,103484,103694,6-4 6-3,60,6,5
2005-433,30,104339,102434,6-1 6-4,89,3,2
2005-438,27,103017,103018,6-3 6-4,161,6,4
2005-438,31,104214,103017,5-7 7-6(3) 6-2,144,7,6
2005-439,26,102845,103970,6-4 0-6 6-3,86,6,4
2005-439,27,103835,103990,3-6 6-3 6-3,104,8,3
2005-439,28,103909,103507,6-3 6-0,79,2,7
2005-439,29,102845,102562,6-4 6-4,65,6,5
2005-439,30,103909,103835,4-6 6-3 6-2,117,2,8
2005-439,31,103909,102845,6-2 4-6 6-2,98,2,6
2005-451,25,103819,103852,6-1 6-2,80,1,7
2005-451,26,103786,103206,2-6 6-3 6-2,124,8,3
2005-451,29,103819,103786,6-3 6-4,70,1,8
2005-451,31,103819,103344,6-3 6-1,3,1,6
2005-468,28,103292,103852,6-2 6-2,49,2,8
2005-468,29,103990,102845,6-3 3-0 RET,120,4,1
2005-468,31,103292,103990,6-1 2-6 6-1,114,2,4
2005-475,26,103909,104214,6-4 7-6(5),59,3,7
2005-495,25,103819,104022,6-3 7-5,103,1,7
2005-495,26,101736,103786,6-4 7-6(4),74,4,6
2005-495,27,103344,102450,7-5 6-4,99,8,3
2005-495,29,103819,101736,6-3 6-1,95,1,4
2005-495,30,103344,103990,6-4 6-3,69,8,5
2005-495,31,103819,103344,6-1 6-7(6) 6-3,107,1,8
2005-496,30,104026,103852,6-7(1) 7-6(6) 6-4,112,3,6
2005-496,31,104026,103344,7-5 6-4,116,3,8
2005-499,25,102434,103240,7-5 6-7(0) 6-4,111,1,8
2005-499,28,102562,102202,6-3 7-5,105,2,7
2005-499,29,103598,102434,7-5 6-4,80,3,1
2005-499,31,103598,102562,7-6(6) 6-2,156,3,2
2005-500,29,103819,103163,6-4 7-6(9),77,1,7
2005-500,30,103498,103084,6-3 4-6 6-2,117,2,4
2005-500,31,103819,103498,6-4 6-7(6) 6-4,70,1,2
2005-505,25,103292,104076,6-2 3-6 6-1,60,1,6
2005-505,26,103970,102860,6-1 6-3,91,4,7
2005-505,28,103602,103151,4-6 7-6(4) 7-6(2),145,2,5
2005-505,29,103292,103970,6-3 4-6 6-2,34,1,4
2005-505,30,103602,103835,6-4 5-7 6-2,128,2,3
2005-505,31,103292,103602,6-3 6-4,77,1,2
2005-506,28,103292,104745,0-6 6-0 6-1,109,2,7
2005-520,97,103819,103602,7-6(9) 7-5 6-2,46,1,25
2005-520,99,103900,104339,6-4 7-6(4) 6-3,65,10,18
2005-520,101,104745,104755,6-4 6-3 6-2,89,4,30
2005-520,102,103206,103285,6-1 4-6 3-6 6-3 6-4,126,23,16
2005-520,106,103786,103163,7-5 6-0 6-0,74,12,21
2005-520,108,103498,103507,7-6(5) 7-5 1-6 7-6(2),91,3,32
2005-520,113,103819,102845,6-1 6-4 6-3,116,1,14
2005-520,115,104745,103206,6-4 3-6 6-0 6-3,59,4,23
2005-520,116,103970,103292,2-6 6-4 7-6(5) 5-7 6-4,119,20,5
2005-520,117,103786,103909,2-6 6-3 7-6(1) 6-2,167,12,8
2005-520,118,103990,103498,7-5 1-6 6-1 4-6 8-6,138,15,3
2005-520,119,103084,103017,W/O,80,9,28
2005-520,122,104745,103970,7-5 6-2 6-0,121,4,20
2005-520,123,103786,103990,3-6 6-1 6-2 4-6 6-4,68,12,15
2005-520,125,104745,103819,6-3 4-6 6-4 6-3,69,4,1
2005-533,29,104745,103672,2-6 6-2 6-4,103,6,9
2005-540,97,103819,103017,6-2 6-7(5) 6-1 7-5,83,1,25
2005-540,99,103602,104026,6-4 6-4 6-2,131,21,11
2005-540,104,103852,103498,6-4 7-6(4) 6-3,62,26,5
2005-540,113,103819,103507,6-3 6-4 7-6(6),52,1,23
2005-540,114,103602,104022,7-6(3) 7-6(5) 6-3,98,21,31
2005-540,115,103720,103758,6-4 6-4 6-7(7) 6-3,106,3,24
2005-540,116,103852,104339,6-4 6-4 6-2,93,26,10
2005-540,118,103900,104755,6-4 7-6(3) 6-0,63,18,27
2005-540,120,104053,103909,6-3 7-6(1) 6-4,67,2,15
2005-540,121,103819,103602,7-5 6-2 7-6(2),123,1,21
2005-540,122,103720,103852,7-5 6-4 7-6(2),74,3,26
2005-540,123,102563,103900,7-6(5) 6-2 6-2,73,12,18
2005-540,124,104053,103206,3-6 6-2 6-1 3-6 6-3,109,2,9
2005-540,125,103819,103720,6-3 6-4 7-6(4),73,1,3
2005-540,126,104053,102563,6-7(6) 6-2 7-6(10) 7-6(5),156,2,12
2005-540,127,103819,104053,6-2 7-6(2) 6-4,122,1,2
2005-560,97,103819,103694,6-3 7-6(6) 6-2,138,1,27
2005-560,99,103900,103602,7-5 6-3 6-0,68,11,21
2005-560,101,103720,103758,6-3 3-6 6-7(2) 6-2 7-5,101,3,25
2005-560,102,103103,103970,6-7(7) 7-5 7-5 7-5,64,15,17
2005-560,107,104755,103344,3-6 7-6(6) 6-7(7) 6-3 6-2,73,13,18
2005-560,109,101736,104607,3-6 6-1 6-4 7-6(2),90,7,32
2005-560,115,103720,103103,6-1 6-4 6-2,64,3,15
2005-560,121,103819,103900,6-2 6-4 6-1,67,1,11
2005-560,125,103819,103720,6-3 7-6(0) 4-6 6-3,88,1,3
2005-560,127,103819,101736,6-3 2-6 7-6(1) 6-1,98,1,7
2005-568,25,103017,103786,6-1 6-1,95,5,1
2005-568,28,102563,102257,6-2 7-6(6),139,2,7
2005-568,30,102563,104269,6-3 3-6 6-3,64,2,8
2005-568,31,102563,103017,6-4 6-2,99,2,5
2005-573,27,104214,104745,7-5 6-2,146,7,3
2005-573,31,104214,103970,6-3 5-7 6-3,63,7,5
2005-580,99,104026,103852,6-3 3-6 5-7 7-6(2) 13-11,97,11,24
2005-580,100,101736,103758,7-5 7-6(3) 6-1,67,8,29
2005-580,101,103498,104339,6-4 3-6 6-3 6-4,51,4,28
2005-580,103,103103,103292,7-6(5) 6-7(8) 6-7(3) 6-1 6-3,5,20,10
2005-580,105,103909,103507,6-3 6-2 6-1,68,6,31
2005-580,106,103900,103602,6-7(3) 7-5 6-2 6-3,93,9,23
2005-580,108,103720,103428,6-2 4-6 6-1 6-4,119,3,25
2005-580,109,103786,102450,6-4 6-2 6-2,37,26,7
2005-580,112,104053,103781,6-2 6-2 7-5,50,2,32
2005-580,114,101736,104026,6-7(4) 7-6(5) 7-6(3) 6-4,136,8,11
2005-580,116,103103,102563,7-5 6-3 6-1,62,20,30
2005-580,117,103900,103909,5-7 7-5 6-3 6-0,106,9,6
2005-580,119,103786,103084,6-3 6-4 6-3,61,26,12
2005-580,121,103819,101736,6-3 6-4 6-4,62,1,8
2005-580,122,103498,103103,6-2 6-4 6-2,74,4,20
2005-580,123,103720,103900,6-3 6-2 1-6 3-6 10-8,111,3,9
2005-580,124,104053,103786,6-3 7-5 4-1 RET,121,2,26
2005-580,125,103498,103819,5-7 6-4 5-7 7-6(6) 9-7,76,4,1
2005-580,126,103720,104053,3-6 7-6(3) 7-6(4) 6-1,130,3,2
2005-580,127,103498,103720,1-6 6-3 6-4 6-4,61,4,3
2005-717,25,104053,103632,6-4 6-1,108,1,8
2005-717,26,103781,103163,2-6 6-2 6-4,85,7,3
2005-717,28,103206,101736,4-6 6-1 6-2,106,6,2
2005-717,29,104053,103781,6-4 6-2,68,1,7
2005-717,31,104053,103206,6-2 6-2,150,1,6
2005-741,27,104755,103387,6-3 4-6 6-0,76,4,6
2005-741,28,103758,102563,6-3 1-0 RET,91,5,2
2005-741,29,103018,103694,6-4 7-5,97,8,7
2005-741,30,104755,103758,6-4 6-2,78,4,5
2005-741,31,104755,103018,6-2 6-3,91,4,8
2005-747,26,103507,103900,6-2 3-6 6-3,148,6,3
2005-747,27,102563,102845,7-6(3) 6-3,157,4,8
2005-747,28,103909,104022,6-4 1-6 6-1,94,2,7
2005-747,29,104745,103507,6-4 6-4,206,1,6
2005-747,30,103909,102563,4-6 7-5 6-2,93,2,4
2005-747,31,104745,103909,5-7 6-1 6-2,108,1,2
2005-807,26,104745,103084,7-5 6-3,88,8,3
2005-890,27,103285,104338,6-3 6-4,74,3,6
2005-890,28,102563,102642,7-6(2) 6-2,91,2,5
2005-890,30,103285,102563,7-5 6-4,84,3,2
2005-891,31,102845,103387,3-6 6-4 7-6(5),75,1,2
2006-1536,39,104607,104053,7-6(7) 6-3,170,11,6
2006-1536,40,104745,103163,6-4 6-3,113,2,13
2006-1536,43,103602,104925,7-5 5-7 7-5,107,10,15
2006-1536,44,104607,104745,6-3 7-6(6),243,11,2
2006-1536,45,103819,103900,6-4 6-0,152,1,4
2006-1536,46,103602,104607,6-3 6-1,135,10,11
2006-1536,47,103819,103602,7-5 6-1 6-0,77,1,10
2006-1720,25,103344,104068,4-6 6-3 6-4,110,1,7
2006-1720,27,103484,103813,6-2 2-6 7-5,91,3,5
2006-1720,29,103344,103387,6-3 6-2,176,1,8
2006-1720,31,103484,103344,6-3 6-1,181,3,1
2006-301,25,104339,103602,6-0 6-3,102,5,1
2006-301,28,103694,103970,6-2 6-0,183,6,2
2006-301,30,103813,103694,6-4 6-7(4) 7-6(4),192,7,6
2006-301,31,103813,104339,6-2 6-2,233,7,5
2006-311,46,104053,103387,7-6(5) 6-3,124,3,16
2006-311,47,103484,104068,6-3 3-6 6-3,109,5,9
2006-311,48,104792,103344,7-6(11) 7-5,68,13,2
2006-311,49,103720,104745,3-6 6-3 RET,196,8,1
2006-311,51,104053,103602,6-4 6-3,201,3,6
2006-311,52,103484,104792,6-1 RET,226,5,13
2006-311,54,103484,104053,7-5 6-4,87,5,3
2006-311,55,103720,103484,6-4 6-4,134,8,5
2006-314,25,103852,103344,7-6(4) 6-3,124,6,1
2006-314,28,104755,103292,6-3 6-2,126,7,2
2006-314,31,104755,103852,7-6(4) 6-7(3) 6-3 6-3,115,7,6
2006-315,29,102925,104918,6-1 7-6(4),118,8,1
2006-316,27,103813,103507,7-6(5) 6-2,91,4,8
2006-316,30,103990,103813,3-6 6-2 6-4,178,2,4
2006-316,31,103990,103786,6-2 6-1,210,2,1
2006-317,27,103454,102845,7-5 6-4,124,4,5
2006-317,29,104925,103909,6-2 1-0 RET,67,3,1
2006-317,31,104925,103454,7-6(5) 6-4,149,3,4
2006-319,34,104269,103018,6-4 7-5,90,5,10
2006-319,36,102860,103454,6-2 7-6(4),131,9,6
2006-319,38,104259,103813,6-2 4-6 6-3,78,13,3
2006-319,42,102860,103292,7-5 6-0,112,9,4
2006-319,43,103428,104259,6-4 6-4,140,7,13
2006-319,45,102860,104269,4-6 6-1 6-3,96,9,5
2006-319,46,103428,104022,6-2 4-6 6-4,101,7,8
2006-319,47,102860,103428,7-6(9) 6-2 6-3,132,9,7
2006-321,46,103970,104607,6-3 7-5,80,3,2
2006-321,47,103970,104076,6-4 3-6 6-7(3) 7-5 6-4,42,3,5
2006-325,25,103105,104269,6-3 6-4,120,8,1
2006-325,30,103835,104597,6-0 2-1 RET,99,2,4
2006-328,25,103819,103970,6-3 7-6(14),113,1,5
2006-328,31,103819,103602,6-3 6-2 7-6(3),131,1,3
2006-329,33,103819,103325,6-2 6-1,75,1,13
2006-329,36,103813,104338,6-2 6-3,53,5,12
2006-329,39,102703,104098,6-4 2-6 6-4,124,9,6
2006-329,40,103990,102434,6-4 7-6(9),165,2,15
2006-329,42,103794,103813,6-7(5) 7-6(6) 6-4,117,14,5
2006-329,43,102450,104339,6-2 6-2,108,10,3
2006-329,44,102703,103990,7-6(3) 4-6 6-1,98,9,2
2006-329,45,103819,103794,6-3 6-4,79,1,14
2006-329,46,102450,102703,6-4 7-6(5),58,10,9
2006-329,47,103819,102450,6-3 6-3,98,1,10
2006-3348,34,103428,104076,7-6(1) 6-2,137,12,6
2006-3348,35,103454,103813,6-3 6-4,96,14,4
2006-3348,36,102860,103970,6-3 6-1,99,10,5
2006-3348,38,104417,104571,6-3 6-7(3) 7-5,71,15,3
2006-3348,39,103694,104792,6-4 6-3,84,8,9
2006-3348,40,103786,103387,6-4 6-1,105,2,16
2006-3348,41,103598,103428,4-6 6-4 6-2,109,13,12
2006-3348,42,102860,103454,6-3 3-6 6-4,96,10,14
2006-3348,44,103786,103694,6-4 6-2,138,2,8
2006-3348,45,102860,103598,6-2 RET,85,10,13
2006-3348,46,103786,104417,7-6(6) 6-2,50,2,15
2006-3348,47,103786,102860,6-4 6-3,108,2,10
2006-337,28,103602,103900,3-6 6-3 6-1,66,5,2
2006-337,30,103602,104053,6-4 3-6 7-6(5),87,5,3
2006-337,31,103344,103602,6-3 6-4 7-5,131,1,5
2006-338,30,103484,103786,6-4 6-2,83,8,2
2006-3465,27,104607,103451,6-3 7-5,49,3,6
2006-3465,29,104098,103990,7-6(2) 3-6 6-1,104,4,1
2006-3465,31,104098,104607,6-3 4-6 7-6(5),58,4,3
2006-352,35,103786,104098,6-2 6-2,74,4,15
2006-352,38,103103,104918,7-6(6) 6-0,102,17,13
2006-352,39,103163,103484,6-4 6-2,137,10,7
2006-352,41,103990,103813,6-7(4) 7-6(4) 6-4,114,6,14
2006-352,42,103786,104339,6-3 6-3,110,4,9
2006-352,43,103103,104607,6-4 1-6 6-2,115,17,8
2006-352,45,103786,103990,6-3 5-7 6-2,108,4,6
2006-352,46,103103,103163,6-4 1-0 RET,91,17,10
2006-352,47,103786,103103,6-1 6-2 6-2,103,4,17
2006-360,27,104468,103294,6-3 3-6 6-4,99,8,3
2006-360,28,103110,103632,6-7(12) 6-4 7-6(3),70,7,2
2006-360,30,103110,104468,6-0 3-1 RET,70,7,8
2006-360,31,103110,103454,6-1 6-4,72,7,1
2006-375,26,104755,104417,4-6 6-3 6-3,70,4,5
2006-403,65,103819,103163,6-1 6-3,124,1,27
2006-403,67,103484,103813,6-3 4-6 6-1,140,9,23
2006-403,69,104053,104269,6-3 6-4,128,4,31
2006-403,71,103970,103206,4-6 7-5 6-4,81,11,19
2006-403,72,103694,103909,6-4 6-3,95,29,7
2006-403,73,103786,104571,2-6 6-2 7-5,104,5,25
2006-403,76,103900,104607,6-7(3) 6-1 6-0,84,3,26
2006-403,77,103344,103835,6-2 6-3,87,6,30
2006-403,79,103017,103602,6-2 3-6 7-5,150,16,18
2006-403,82,103484,103428,4-6 6-1 6-0,91,9,32
2006-403,84,103970,103694,6-7(5) 7-6(2) 7-5,50,11,29
2006-403,85,104339,103786,7-5 6-4,155,22,5
2006-403,86,103900,103285,6-3 6-4,74,3,15
2006-403,89,103819,103484,7-6(2) 6-4,138,1,9
2006-403,90,103970,104053,6-3 4-6 6-4,69,11,4
2006-403,91,103900,104339,6-2 6-2,51,3,22
2006-403,93,103819,103970,6-1 6-4,70,1,11
2006-403,94,103344,103900,6-1 6-2,73,6,3
2006-403,95,103819,103344,7-6(5) 7-6(4) 7-6(6),90,1,6
2006-404,65,103819,103694,3-6 6-2 7-5,63,1,30
2006-404,66,104755,103103,6-3 6-4,69,16,19
2006-404,68,103344,104792,6-3 6-2,69,6,27
2006-404,73,103163,101736,7-5 6-2,95,26,8
2006-404,74,103484,103990,6-2 7-5,62,12,17
2006-404,76,104053,104269,6-3 6-4,75,3,32
2006-404,77,104571,103292,6-7(5) 6-3 6-2,119,25,7
2006-404,78,104607,103720,7-5 6-3,55,23,9
2006-404,81,103819,104755,6-3 6-4,94,1,16
2006-404,82,103344,104339,6-3 6-4,159,6,21
2006-404,85,103484,103163,6-3 3-0 RET,125,12,26
2006-404,86,104214,104053,6-4 6-7(5) 6-1,80,24,3
2006-404,87,104571,104607,6-4 6-1,79,25,23
2006-404,88,104745,103206,6-4 6-2,111,2,20
2006-404,89,103819,103344,6-2 6-3,68,1,6
2006-404,91,103484,104214,6-1 6-4,81,12,24
2006-404,92,104745,104571,7-5 6-0,89,2,25
2006-404,94,103484,104745,7-5 6-3,96,12,2
2006-404,95,103819,103484,7-5 6-3 6-0,121,1,12
2006-407,30,103285,103786,4-6 6-3 6-3,87,6,2
2006-410,50,103970,103507,6-1 6-7(5) 6-3,46,8,11
2006-410,54,103990,103900,5-7 6-1 7-5,86,15,3
2006-410,55,103909,103017,6-7(5) 6-4 6-3,150,6,9
2006-410,57,103819,103970,6-1 6-3,84,1,8
2006-410,58,103602,103344,7-5 6-1,71,12,4
2006-410,59,103292,103990,6-1 6-3,66,7,15
2006-410,60,104745,103909,6-2 6-1,122,2,6
2006-410,61,103819,103602,6-2 6-4,123,1,12
2006-410,62,104745,103292,5-7 6-1 6-1,72,2,7
2006-410,63,104745,103819,6-2 6-7(2) 6-3 7-6(5),93,2,1
2006-414,51,103786,103813,6-1 6-3,130,4,13
2006-414,52,104339,103484,4-6 7-5 7-6(3),79,12,5
2006-414,57,103990,103970,7-6(8) 6-4,188,8,16
2006-414,58,104339,103786,5-7 7-6(4) 6-3,85,12,4
2006-414,61,103990,104339,7-5 6-4,24,8,12
2006-414,63,103990,103285,6-1 6-3 6-3,65,8,15
2006-416,49,103819,103285,6-1 6-4,86,1,14
2006-416,60,104745,103602,6-4 6-3,74,2,10
2006-416,61,103819,103900,6-3 3-6 7-6(5),69,1,4
2006-416,63,104745,103819,6-7(0) 7-6(5) 6-4 2-6 7-6(5),111,2,1
2006-418,36,103096,103103,6-3 6-2,101,11,5
2006-418,37,104918,103852,7-5 6-2,74,8,12
2006-418,42,103096,103720,7-6(1) 6-4,66,11,3
2006-418,43,104918,103888,6-2 6-4,78,8,16
2006-418,44,104098,102450,6-3 6-2,78,7,14
2006-418,46,104918,104098,6-2 7-5,132,8,7
2006-418,47,103096,104918,7-6(3) 6-2,102,11,8
2006-419,34,103917,103163,6-4 7-5,138,10,5
2006-419,35,103602,102434,6-4 7-6(7),90,3,14
2006-419,36,103598,104098,7-6(4) 3-6 6-3,67,9,7
2006-419,37,103387,102834,5-7 6-3 7-6(3),181,8,11
2006-419,38,104068,103857,6-2 6-7(2) 6-1,136,4,15
2006-419,41,103484,103917,7-6(2) 7-6(5),61,1,10
2006-419,42,103598,103602,7-6(4) 6-4,155,9,3
2006-419,43,104068,103387,6-4 6-1,59,4,8
2006-419,44,104053,104180,6-2 6-3,152,2,12
2006-419,45,103484,103598,6-3 2-6 6-1,77,1,9
2006-419,46,104053,104068,7-5 6-3,53,2,4
2006-419,47,103484,104053,4-6 6-4 7-6(5),125,1,2
2006-421,51,103602,103344,6-4 6-7(4) 7-6(3),58,15,4
2006-421,56,104607,104745,6-1 3-6 6-2,81,13,2
2006-421,61,103819,103602,6-1 5-7 6-3,143,1,15
2006-422,52,103970,104571,7-5 6-4,100,10,8
2006-422,54,103344,103103,7-5 6-4,87,4,16
2006-422,56,104745,103163,7-6(5) 6-3,89,2,14
2006-422,58,103602,103970,6-2 6-4,90,13,10
2006-422,59,103990,103344,7-6(6) 6-2,36,7,4
2006-422,61,104053,103602,6-3 6-3,94,9,13
2006-423,25,104098,104053,W/O,139,8,1
2006-423,26,103602,101736,6-4 3-6 7-5,144,3,5
2006-423,27,103103,104068,7-6(0) 6-2,161,7,4
2006-423,29,104098,103602,6-4 6-2,85,8,3
2006-423,30,103163,103103,6-2 7-5,47,6,7
2006-423,31,103163,104098,4-6 7-5 6-3,69,6,8
2006-425,45,103990,104269,6-3 2-6 6-2,136,6,12
2006-425,49,104745,103813,4-6 6-4 6-3,79,1,7
2006-425,51,103990,103285,6-3 6-2,132,6,4
2006-425,55,104745,103990,6-4 6-4 6-0,96,1,6
2006-429,27,104417,104607,6-2 6-3,132,8,3
2006-429,28,103484,103694,6-7(3) 6-4 6-2,120,2,6
2006-429,30,103484,104417,7-5 7-6(4),113,2,8
2006-429,31,103484,103813,6-4 6-2,94,2,5
2006-433,31,103484,103720,7-5 2-6 6-3,83,5,1
2006-438,29,103786,102148,6-4 6-1,113,1,7
2006-439,29,104925,102845,6-1 7-5,86,4,5
2006-440,29,104339,104571,7-6(4) 6-3,120,3,6
2006-451,31,103819,104792,6-3 7-6(5),122,1,7
2006-468,30,103786,102845,3-6 6-2 6-2,75,2,6
2006-468,31,103900,103786,6-3 6-4,147,1,2
2006-475,29,103786,103835,6-2 6-4,87,1,7
2006-495,31,104745,103819,2-6 6-4 6-4,104,2,1
2006-496,28,104339,103344,7-6(2) 3-6 6-3,113,6,2
2006-496,30,104339,103206,6-3 3-6 6-3,133,6,8
2006-499,26,103598,104252,6-7(4) 6-2 6-3,123,3,6
2006-499,27,103163,104180,6-3 6-2,51,4,7
2006-499,30,103163,102434,6-3 6-2,90,4,8
2006-499,31,103163,103598,6-3 3-6 7-6(5),77,4,3
2006-500,25,103819,103694,6-7(2) 7-6(9) 7-6(5),66,1,7
2006-500,29,103819,103163,6-4 6-7(4) 6-3,81,1,6
2006-500,30,104607,104019,6-3 6-2,153,5,8
2006-500,31,103819,104607,6-0 6-7(4) 6-2,125,1,5
2006-505,28,103602,104081,6-4 6-3,56,2,8
2006-505,30,103454,103602,3-6 7-6(3) 6-4,89,5,2
2006-505,31,104076,103454,6-4 6-3,61,3,5
2006-506,30,102845,103507,3-6 7-6(3) 6-4,132,5,3
2006-506,31,102845,103835,7-6(6) 6-4,166,5,6
2006-520,97,103819,103454,6-1 6-2 6-7(4) 7-5,60,1,32
2006-520,98,104607,103017,6-1 RET,56,20,13
2006-520,101,103900,104098,2-6 5-7 6-4 6-2 6-4,162,3,31
2006-520,103,103292,103507,7-5 7-5 7-6(7),62,10,24
2006-520,104,103786,102845,6-1 7-5 6-3,65,6,30
2006-520,109,104792,103484,6-2 6-7(2) 7-6(1) 5-7 6-4,81,25,8
2006-520,111,103720,103103,7-6(5) 6-2 6-2,123,14,22
2006-520,112,104745,103908,5-7 6-4 6-4 6-4,58,2,29
2006-520,113,103819,104607,6-3 6-2 6-3,106,1,20
2006-520,114,104339,103990,6-4 4-6 2-6 6-4 7-5,72,12,7
2006-520,116,103786,103292,6-3 6-4 3-6 6-3,84,6,10
2006-520,120,104745,103720,6-2 5-7 6-4 6-2,125,2,14
2006-520,121,103819,104339,6-4 6-3 6-4,70,1,12
2006-520,122,103900,103786,6-3 6-3 2-6 6-4,53,3,6
2006-520,125,103819,103900,3-6 6-4 5-2 RET,78,1,3
2006-520,126,104745,103344,6-4 6-2 7-6(7),97,2,4
2006-520,127,104745,103819,1-6 6-1 6-4 7-6(4),75,2,1
2006-533,31,103454,103252,6-3 6-4,189,6,7
2006-540,98,104607,103163,2-6 7-5 7-6(7) 4-6 8-6,61,13,19
2006-540,101,104269,103900,7-6(9) 7-6(9) 6-2,132,28,4
2006-540,102,103285,103507,5-7 6-7(3) 6-4 6-2 11-9,163,14,24
2006-540,105,103720,103694,6-1 6-4 6-4,79,6,26
2006-540,106,103970,103602,4-6 2-6 6-2 6-3 6-4,131,23,10
2006-540,107,104571,103206,4-6 6-4 6-4 6-1,80,18,15
2006-540,109,104098,103344,5-7 4-6 6-1 7-6(6) 6-2,83,27,5
2006-540,112,104745,101736,7-6(5) 6-2 6-4,74,2,25
2006-540,113,103819,104607,6-3 6-3 6-4,83,1,13
2006-540,115,103285,104269,6-7(4) 6-3 4-6 6-4 6-2,94,14,28
2006-540,117,103720,103970,6-4 6-4 4-6 7-5,71,6,23
2006-540,119,103813,104098,7-5 6-4 6-7(2) 6-7(6) 9-7,131,22,27
2006-540,121,103819,104339,6-4 6-4 6-4,193,1,7
2006-540,123,104571,103720,6-1 5-7 7-6(5) 6-2,115,18,6
2006-540,124,104745,103813,6-3 6-4 6-4,122,2,22
2006-540,126,104745,104571,6-1 7-5 6-3,47,2,18
2006-540,127,103819,104745,6-0 7-6(5) 6-7(2) 6-3,151,1,2
2006-560,99,104607,104098,6-7(2) 6-3 3-6 6-3 6-4,65,12,23
2006-560,102,103163,104068,7-6(1) 6-4 3-6 3-6 7-6(1),66,14,18
2006-560,103,104918,103602,6-3 3-6 2-6 6-3 6-2,54,17,10
2006-560,106,104053,104269,6-7(5) 6-3 6-4 6-7(4) 6-2,52,9,22
2006-560,107,103720,104925,6-3 6-1 6-2,159,15,20
2006-560,114,103484,104607,6-4 6-3 6-1,111,5,12
2006-560,116,103786,104918,6-1 5-7 6-3 6-0,86,7,17
2006-560,118,103720,104755,6-4 6-4 4-6 3-6 6-3,60,15,25
2006-560,121,103819,103484,7-6(7) 6-0 6-7(9) 6-4,115,1,5
2006-560,122,103786,103163,4-6 6-7(3) 6-3 6-4 6-4,94,7,14
2006-560,123,104053,103720,6-3 7-5 6-4,70,9,15
2006-560,125,103819,103786,6-1 7-5 6-4,87,1,7
2006-560,127,103819,104053,6-2 4-6 7-5 6-1,110,1,9
2006-580,97,103819,103018,6-3 6-4 6-3,58,1,30
2006-580,99,103103,104214,1-6 6-4 6-3 2-6 6-4,154,12,23
2006-580,102,103017,103507,6-3 6-2 5-7 6-2,141,21,15
2006-580,104,103206,103909,6-2 6-2 3-6 6-4,108,25,6
2006-580,106,103970,104339,6-3 6-3 6-3,124,11,18
2006-580,107,103990,103484,6-3 6-4 6-4,165,16,20
2006-580,108,103900,103813,2-6 6-3 6-2 7-5,148,4,26
2006-580,109,103344,103852,7-5 7-6(5) 6-0,158,7,31
2006-580,114,103786,103103,4-6 4-6 6-4 6-2 6-3,122,5,12
2006-580,118,103900,103990,6-3 6-0 2-6 6-2,95,4,16
2006-580,119,103344,102563,6-2 6-4 6-4,77,7,10
2006-580,121,103819,103786,6-4 3-6 7-6(7) 7-6(5),76,1,5
2006-580,122,103017,103206,6-3 0-6 6-4 6-7(1) 8-6,58,21,25
2006-580,125,103819,103017,6-3 5-7 6-0 6-2,87,1,21
2006-717,25,103163,104053,6-7(1) 6-4 6-4,94,5,1
2006-747,25,102703,103344,6-3 7-6(3),99,8,1
2006-747,26,104339,103103,2-6 7-6(4) 6-4,172,4,5
2006-747,28,103387,103786,6-2 1-0 RET,215,6,2
2006-747,29,104339,102703,4-6 6-1 6-1,113,4,8
2006-747,30,104571,103387,6-2 3-6 7-5,182,3,6
2006-747,31,104571,104339,6-4 6-0,88,3,4
2006-773,27,103835,102845,6-3 6-3,188,5,3
2006-773,28,103722,104252,6-3 7-6(5),103,2,7
2006-773,30,103835,103722,7-6(6) 6-4,148,5,2
2006-891,25,103344,104180,6-1 6-3,88,1,5
2006-891,27,102845,103451,6-4 4-6 6-1,212,3,7
2006-891,30,102845,103285,6-4 6-7(5) 7-6(3),223,3,2
2006-891,31,103344,102845,7-6(6) 6-2,92,1,3
2007-1536,33,103819,103084,6-0 6-3,121,1,13
2007-1720,26,104607,103333,7-5 6-4,124,3,7
2007-1720,30,104098,104269,7-6(4) 4-6 6-4,78,6,8
2007-2276,28,104571,103096,6-2 6-7(2) 7-6(5),78,2,8
2007-2276,29,103344,104022,2-6 6-3 7-5,48,1,4
